CustomerId,Date,Amount,Description
12,8/07/2016 4:25:12 AM,-14.9,IN
9,20/08/2016 2:08:16 PM,-3.01,ELIT EGET ARCU FAUCIBUS
13,2/06/2016 8:34:59 AM,-7.79,SIT EFFICITUR NUNC AUCTOR
16,1/05/2016 10:06:16 PM,-19.6,TINCIDUNT
20,9/08/2016 7:53:07 PM,-9.15,TEMPUS
21,17/07/2016 5:35:38 AM,-5.05,ARCU ULTRICES
3,21/07/2016 1:58:56 PM,-12.97,ULLAMCORPER VELIT NON
15,26/08/2016 9:43:42 AM,-8.92,NUNC AT IACULIS
13,20/05/2016 5:01:13 PM,-6.38,SEMPER FINIBUS NEC
6,11/06/2016 7:52:21 AM,-2.19,ULLAMCORPER DIAM CURSUS NEC
23,2/05/2016 8:18:28 PM,-10.89,DOLOR DOLOR FINIBUS CONGUE
11,7/07/2016 11:24:17 PM,-7.77,AC
25,10/08/2016 10:05:28 AM,-14.57,TINCIDUNT
21,29/06/2016 11:01:35 PM,-3.85,NEQUE FINIBUS LOREM
10,15/08/2016 3:50:41 AM,-1.31,RUTRUM LEO FAUCIBUS NEC
8,1/06/2016 2:41:49 PM,-14.65,EST MAGNA ULLAMCORPER
23,30/08/2016 4:17:35 AM,-13.99,IPSUM NUNC CURSUS SAPIEN
18,14/07/2016 11:27:00 PM,-1027.57,NUNC SAPIEN SEMPER TORTOR
20,14/08/2016 4:58:19 AM,-8.73,EGET MASSA IPSUM AC
6,4/08/2016 1:45:56 AM,-18.81,VELIT CONSECTETUR RUTRUM
11,22/08/2016 2:34:36 AM,-2.71,A UT ULLAMCORPER
21,19/06/2016 4:32:18 PM,-3.28,VITAE AT MI URNA
18,1/05/2016 1:34:39 PM,-15,SODALES MAURIS
13,2/06/2016 7:33:09 AM,-7.79,IPSUM CONDIMENTUM
1,30/07/2016 10:39:08 AM,-16.17,CURSUS PULVINAR NUNC
12,29/06/2016 8:18:20 AM,-12.63,ELIT FAUCIBUS
1,9/05/2016 9:24:56 PM,-10.66,IPSUM SIT
23,12/08/2016 4:18:24 PM,-7.26,SED
24,10/08/2016 7:35:08 PM,-15.04,ULLAMCORPER IPSUM MAURIS
11,24/05/2016 2:24:38 PM,-11.72,PULVINAR NUNC
22,25/07/2016 3:14:17 PM,-18.46,ARCU TEMPUS
14,1/08/2016 1:22:54 AM,-3.49,QUIS UT
12,3/07/2016 3:56:34 PM,-6.03,SAPIEN SED
25,28/06/2016 3:04:29 AM,-12.74,EGET AUCTOR
22,14/07/2016 8:36:11 PM,-5.62,PHASELLUS METUS
5,7/08/2016 12:37:01 AM,-11.42,PULVINAR IACULIS SIT IPSUM
7,24/06/2016 9:53:43 AM,-13.42,NUNC LUCTUS NULLA PULVINAR
17,29/05/2016 2:50:08 AM,-1022.77,CURABITUR BLANDIT SEM
19,5/05/2016 8:39:58 AM,-1.86,METUS
22,31/07/2016 8:44:43 AM,-148.86,INTERDUM
24,16/05/2016 1:03:13 AM,-15.09,MAGNA NEC LUCTUS
11,6/05/2016 9:55:12 AM,-17.17,IACULIS LEO TEMPUS
5,28/08/2016 2:49:41 AM,-14.56,IPSUM NUNC
21,20/08/2016 1:19:12 AM,-19.14,VEL
9,10/05/2016 5:00:29 PM,-2.75,TORTOR ULLAMCORPER
12,1/07/2016 2:14:43 PM,-16.64,MAGNA AT PULVINAR
22,2/07/2016 2:15:14 PM,157.55,SAPIEN
15,14/06/2016 10:19:53 PM,-7.33,AUGUE
10,31/05/2016 1:37:28 PM,-8.42,MAGNA ACCUMSAN ULLAMCORPER IPSUM
2,13/08/2016 4:10:53 AM,-13.11,MASSA NEQUE ULLAMCORPER FAUCIBUS
6,3/05/2016 2:12:43 AM,154.23,SAPIEN
17,22/07/2016 10:22:57 PM,-8,ULLAMCORPER URNA
15,15/05/2016 8:44:36 AM,-6.27,RUTRUM RUTRUM NIBH
5,2/05/2016 4:24:54 PM,89.19,METUS ODIO UT SED
25,22/06/2016 8:51:51 AM,-11.1,ORNARE
4,19/08/2016 8:44:21 AM,-13.72,ID MAGNA JUSTO
19,11/05/2016 9:45:51 PM,-5.22,DIGNISSIM MORBI AMET ET
19,3/06/2016 9:09:12 PM,77.61,ELIT
21,29/08/2016 10:02:19 AM,-13.07,ULLAMCORPER IPSUM
7,10/07/2016 9:38:09 PM,-7.93,ELIT METUS CURABITUR SEMPER
15,8/07/2016 4:20:33 AM,-1.94,VITAE DOLOR LOREM
25,24/05/2016 3:32:36 PM,-15.76,NEQUE
13,2/06/2016 12:03:26 AM,-19.16,PULVINAR PULVINAR EFFICITUR
10,1/07/2016 7:35:49 PM,-7.22,EST NULLA AT
12,1/07/2016 9:05:47 AM,-4.63,PHASELLUS ARCU
25,30/07/2016 9:22:35 AM,-12.12,DIGNISSIM QUISQUE NIBH IACULIS
9,9/05/2016 4:11:51 PM,-2.49,MAGNA LOREM
10,22/05/2016 6:28:10 AM,-2.19,CONDIMENTUM ORNARE ENIM
22,28/06/2016 3:32:45 AM,-10.35,CONSECTETUR
11,11/06/2016 3:05:02 PM,-17.37,IPSUM SIT LEO
9,1/08/2016 11:49:59 AM,-7.11,IPSUM IPSUM MAURIS
10,16/06/2016 2:14:06 AM,-14.49,INTERDUM DIGNISSIM
16,2/06/2016 10:00:45 AM,-9.17,CONSECTETUR
5,6/08/2016 4:28:01 AM,-2.57,AT ULLAMCORPER SEM
8,16/06/2016 7:16:23 AM,-1.94,SIT DOLOR PULVINAR MAURIS
10,6/07/2016 12:24:20 PM,-14.97,A ALIQUAM SIT ORNARE
18,11/06/2016 9:23:32 AM,-18.37,NEC
21,18/08/2016 1:13:31 PM,-9.36,SEM INTERDUM NEC ENIM
10,22/06/2016 1:14:15 AM,-4.9,CONGUE NEQUE
12,7/08/2016 5:22:28 AM,-17.55,MI SIT VELIT
21,18/06/2016 5:41:54 PM,-6.1,QUISQUE SEMPER MAURIS ELIT
13,3/05/2016 2:14:43 PM,-15.87,AT PULVINAR IMPERDIET
22,23/08/2016 1:32:14 PM,-2.61,NEQUE AMET
10,23/08/2016 4:37:35 PM,-5.49,IPSUM NEQUE SEMPER
24,1/05/2016 2:46:43 PM,-18.55,CONSECTETUR AT SIT
1,2/08/2016 11:09:21 AM,-5.23,AMET
11,2/06/2016 11:01:45 AM,-13.35,DOLOR NUNC QUAM
22,22/07/2016 11:48:17 AM,-10.54,NEQUE PULVINAR VITAE CURSUS
1,2/06/2016 12:04:10 AM,-15,INTERDUM FAUCIBUS PRAESENT IACULIS
23,19/07/2016 11:41:42 AM,-8.6,MAURIS A LOREM
23,7/06/2016 12:53:35 PM,-16.4,MAGNA A
5,26/07/2016 7:56:14 PM,-6.06,NUNC VELIT
25,23/06/2016 6:53:48 AM,-3.96,EFFICITUR CONSECTETUR QUAM NUNC
14,14/08/2016 10:30:18 PM,-15,MAGNA MI EFFICITUR INTERDUM
7,4/05/2016 4:15:39 PM,-3.74,SED PRAESENT
17,19/07/2016 12:07:10 AM,-10.34,FAUCIBUS IACULIS
4,25/08/2016 3:19:32 PM,-15.12,CONGUE CONDIMENTUM IPSUM
7,31/05/2016 7:22:39 AM,-19.29,AUCTOR IACULIS SODALES
6,3/07/2016 5:54:38 PM,261.32,ULLAMCORPER ID
16,22/05/2016 7:43:02 AM,-8.79,IPSUM A NULLA IPSUM
20,8/05/2016 4:56:51 AM,-1.75,NEC IPSUM
8,19/08/2016 9:25:45 PM,-17.92,QUISQUE NEC CURSUS
23,10/06/2016 3:09:20 PM,-16.77,ULTRICES LACINIA ARCU RUTRUM
14,12/08/2016 8:25:10 AM,-17.3,TEMPUS AT CONDIMENTUM
1,10/07/2016 12:51:54 AM,-6.46,NEC VEL QUIS
7,22/05/2016 3:59:27 AM,-13.36,INTERDUM VITAE FAUCIBUS
21,20/05/2016 8:13:07 AM,-12.5,ENIM CURABITUR NULLA CURSUS
24,21/07/2016 6:02:33 PM,-18.86,TEMPUS CONSECTETUR CURSUS CONGUE
13,17/07/2016 11:22:28 AM,-10.24,IPSUM
4,4/05/2016 10:16:04 PM,-9.37,CURSUS ORCI METUS
5,7/08/2016 10:56:50 PM,-3.29,URNA
3,1/07/2016 4:13:13 AM,-9.52,MORBI IN
12,3/05/2016 3:36:30 AM,-13.85,MORBI ENIM LOREM
6,5/07/2016 5:54:38 PM,82.28,EGET
20,19/06/2016 10:47:01 PM,-8.03,TINCIDUNT CURSUS MAURIS EGET
8,14/06/2016 10:22:36 AM,-11.32,VELIT LOREM
6,14/06/2016 3:18:36 AM,-12.15,BLANDIT BLANDIT ADIPISCING
5,17/06/2016 12:44:07 AM,-6.17,BLANDIT
18,21/08/2016 3:01:37 AM,-10.59,PHARETRA PULVINAR
12,21/07/2016 5:22:54 PM,-2.28,ARCU ACCUMSAN AMET
24,11/05/2016 1:43:31 AM,-12.26,DIAM IPSUM TEMPUS
5,16/08/2016 9:03:18 AM,-2.38,MAGNA LUCTUS ULLAMCORPER
9,31/08/2016 9:36:16 PM,-113.19,CONGUE ORNARE IPSUM
12,1/05/2016 5:46:37 PM,-5.96,ULLAMCORPER SAPIEN ACCUMSAN
1,9/05/2016 6:11:44 PM,-13.86,BLANDIT
3,30/07/2016 12:47:46 PM,-16.41,MAGNA ADIPISCING
4,1/07/2016 6:48:39 AM,-5.83,ORNARE
8,14/05/2016 1:43:00 PM,-9.58,NUNC
2,17/08/2016 6:58:08 PM,-9.99,IN ID AUGUE MORBI
21,13/06/2016 6:15:24 AM,-17.27,TEMPUS EGET IPSUM
1,17/08/2016 4:48:11 PM,-15.1,IMPERDIET QUIS VITAE
16,16/06/2016 6:27:00 AM,-7.19,AUCTOR NISL DIGNISSIM CONSECTETUR
13,27/07/2016 12:21:47 PM,-3.7,ULTRICES INTERDUM AC
23,29/06/2016 11:16:02 PM,-17.02,AT CURABITUR NISL
14,1/08/2016 6:09:31 AM,-8.23,IACULIS IPSUM
18,17/08/2016 12:50:15 AM,-4.75,LEO
5,12/05/2016 7:43:47 AM,-13.03,LACINIA URNA MAURIS
17,18/06/2016 11:18:29 PM,-11.71,AMET RUTRUM
17,24/07/2016 5:40:29 PM,-16.35,MASSA
21,10/08/2016 12:23:17 PM,-6.71,CURABITUR RUTRUM METUS
11,24/08/2016 9:29:02 AM,-1.57,MASSA
18,1/05/2016 11:28:01 AM,905.39,SEM EGET
17,9/06/2016 2:14:09 PM,-1.63,PULVINAR EGET
8,2/07/2016 8:55:44 AM,-11.81,ALIQUAM CURSUS FAUCIBUS BLANDIT
15,1/07/2016 10:06:16 PM,-11.43,DOLOR QUISQUE SODALES SAPIEN
11,19/06/2016 3:47:56 AM,-17.69,RUTRUM CONDIMENTUM
15,1/08/2016 1:18:58 PM,-2.63,ENIM CONGUE
8,1/06/2016 9:36:44 PM,-14.1,AC QUISQUE SEMPER
18,7/06/2016 11:01:36 AM,-7.79,PHASELLUS
7,23/05/2016 4:49:11 AM,-10.79,SIT
24,24/08/2016 1:41:34 PM,-19.56,EGET SEM
10,3/07/2016 11:50:36 PM,-12.39,IMPERDIET MASSA
17,17/06/2016 10:00:11 PM,-6.55,FAUCIBUS FAUCIBUS DOLOR
10,1/08/2016 8:39:34 AM,-4.83,BLANDIT EFFICITUR NISL
9,24/05/2016 1:13:03 AM,-18.7,PHASELLUS CONSECTETUR
8,10/07/2016 9:39:53 AM,-16.03,PULVINAR ADIPISCING VITAE
25,17/05/2016 2:42:39 PM,-2.98,NISL ELIT IACULIS
3,1/07/2016 1:41:41 AM,-1045.43,QUAM
25,25/07/2016 2:02:31 AM,-1.88,SAPIEN PHARETRA
20,5/07/2016 4:20:40 PM,-1.8,NISL
23,4/06/2016 8:02:07 AM,-4.06,PULVINAR
21,2/06/2016 6:41:50 AM,-3.28,SED NISL ADIPISCING SED
8,9/06/2016 1:05:42 PM,-19.26,MAURIS
2,12/05/2016 11:48:10 PM,-2.31,NEC NUNC NEQUE TORTOR
15,4/07/2016 9:32:29 AM,-13.93,NEC CURSUS INTERDUM
2,3/05/2016 11:16:28 PM,-16.72,QUIS ID CONGUE SIT
6,1/08/2016 8:15:53 AM,-9.19,ACCUMSAN FINIBUS
14,27/08/2016 6:09:56 PM,-10.86,MASSA CONDIMENTUM
25,23/08/2016 7:13:21 PM,-2.59,MAURIS INTERDUM
9,31/08/2016 9:36:16 PM,-226.37,ELIT EGET ARCU FAUCIBUS
24,21/06/2016 12:50:57 AM,-5.69,VELIT ALIQUAM NEC
20,17/05/2016 10:21:02 AM,-9.76,TEMPUS ODIO ULTRICES
16,11/07/2016 3:55:09 AM,-6.68,EGET SED NON
8,8/08/2016 11:14:28 PM,-7.23,MAGNA IMPERDIET
23,14/07/2016 11:40:29 PM,-10.7,PULVINAR
25,2/08/2016 1:13:35 AM,-17.58,URNA LOREM METUS
12,14/07/2016 7:11:56 AM,-3.97,ULLAMCORPER VELIT ODIO
11,29/07/2016 6:02:16 PM,-9.04,DIAM NON
22,23/08/2016 9:46:24 PM,-19.37,METUS ADIPISCING
15,26/08/2016 9:29:27 AM,-18.61,ADIPISCING EGET MASSA ULTRICES
2,17/05/2016 4:05:26 PM,-17.15,NUNC
7,15/07/2016 8:05:35 PM,-11.58,EFFICITUR SIT CURABITUR
7,26/07/2016 1:04:57 PM,-11.65,FAUCIBUS SEMPER AUCTOR
23,19/05/2016 4:13:33 AM,-10.89,ELIT
11,7/07/2016 10:14:19 AM,-17.87,VITAE MAGNA MAURIS
25,22/07/2016 11:11:44 AM,-4.05,NISL SED ALIQUAM
8,5/06/2016 2:43:59 PM,-13.65,AMET ADIPISCING
7,1/05/2016 5:24:27 PM,-16.3,PHASELLUS ULLAMCORPER
11,24/07/2016 11:59:55 PM,-6.71,INTERDUM UT MAURIS TORTOR
19,5/08/2016 10:45:52 AM,-9.06,EFFICITUR ODIO EST AMET
7,4/05/2016 7:43:57 AM,-14.74,INTERDUM
9,25/08/2016 11:26:44 PM,-4.49,IPSUM
8,8/06/2016 2:24:31 AM,-15.32,AC QUISQUE SEMPER
15,1/07/2016 1:33:35 PM,-14,UT
8,26/08/2016 7:46:08 AM,-1.21,IPSUM
4,2/05/2016 10:17:20 AM,-16.58,QUIS FAUCIBUS LOREM FAUCIBUS
1,18/08/2016 3:04:15 PM,-8,TEMPUS INTERDUM DOLOR
16,24/05/2016 3:35:08 PM,-18.15,TINCIDUNT
7,17/08/2016 10:38:53 PM,-14.63,CURABITUR NISL UT PRAESENT
3,1/06/2016 6:16:30 AM,-15.98,LACINIA BLANDIT BLANDIT ID
2,28/08/2016 4:31:13 AM,-15.88,DIAM PULVINAR
17,16/05/2016 5:20:19 AM,-19.44,AUCTOR ID BLANDIT NEC
12,9/08/2016 4:45:24 PM,-10.58,DIAM FAUCIBUS EGET
11,28/08/2016 12:33:21 AM,-7.84,DIAM
6,4/08/2016 9:40:45 PM,-19.37,IPSUM DOLOR
12,11/05/2016 4:15:19 AM,-18.75,SED IMPERDIET MASSA SED
23,21/07/2016 7:43:35 PM,-6.57,PHASELLUS
13,12/07/2016 5:18:38 PM,-14.12,RUTRUM CONDIMENTUM FAUCIBUS ULTRICES
10,5/08/2016 6:22:25 AM,-8.57,ALIQUAM
1,3/08/2016 1:05:31 PM,-4.74,MAGNA
4,16/08/2016 3:14:37 AM,-8.04,NEQUE
8,10/07/2016 12:10:08 AM,-19.89,AC IACULIS NULLA ID
6,18/08/2016 2:19:46 AM,-4.69,AC
4,18/06/2016 6:22:32 PM,-11.61,IPSUM CURSUS NUNC
18,29/07/2016 12:11:28 AM,-9.9,SIT MAURIS CONSECTETUR FAUCIBUS
11,6/07/2016 2:52:51 PM,-6.88,CONDIMENTUM
12,1/05/2016 3:49:25 PM,-9.17,ULTRICES
25,27/05/2016 2:09:42 PM,-4.33,CONSECTETUR
16,22/07/2016 8:00:04 AM,-18.97,IPSUM ALIQUAM IACULIS ID
21,9/07/2016 4:57:37 PM,-12.48,ORNARE
25,9/05/2016 5:30:42 PM,-6.7,CONGUE
5,12/06/2016 4:41:01 PM,-6.47,DOLOR FAUCIBUS
11,1/07/2016 2:00:31 PM,360.41,MAURIS CURABITUR DIAM NUNC
17,30/05/2016 7:32:51 PM,-5.46,IPSUM
3,1/07/2016 6:11:34 AM,-7.17,INTERDUM ORNARE
22,1/06/2016 5:12:55 PM,-10.68,MASSA DOLOR
11,27/06/2016 3:42:25 AM,-9.35,NEC MAURIS LEO ARCU
14,6/05/2016 3:35:24 AM,-13.05,METUS CURSUS
1,9/08/2016 2:04:32 PM,-5.23,AMET
9,1/08/2016 8:38:36 AM,-15.88,NON SEM IPSUM
10,29/08/2016 12:10:10 AM,-9.1,CURSUS
17,1/07/2016 9:25:00 AM,-16.3,ARCU ENIM ULTRICES
20,3/06/2016 10:58:40 PM,-3.94,IN
21,1/08/2016 12:09:43 PM,301.02,CONGUE RUTRUM ELIT
10,19/05/2016 6:12:18 PM,-2.24,SAPIEN ID AUCTOR MI
25,30/06/2016 2:55:19 AM,-12.6,ULLAMCORPER
10,13/06/2016 10:54:08 AM,-18.3,MAGNA AC BLANDIT QUIS
19,3/05/2016 2:58:19 AM,208.76,DIGNISSIM MORBI AMET ET
12,5/06/2016 11:58:36 PM,-8.84,MAGNA IPSUM ULTRICES
17,1/07/2016 7:24:29 AM,-14.72,NUNC IPSUM NULLA
22,31/07/2016 8:44:43 AM,-287.17,AC IPSUM FAUCIBUS
2,4/06/2016 11:23:44 AM,81.64,ULLAMCORPER MASSA
19,12/06/2016 1:10:00 PM,-8.75,NULLA UT
19,17/07/2016 7:21:51 AM,-19.94,CONGUE NEQUE CONGUE ADIPISCING
17,5/08/2016 9:46:01 PM,-5.52,ARCU NUNC VITAE
18,9/07/2016 7:39:00 AM,-11.95,ULTRICES SED SAPIEN
17,14/07/2016 5:19:10 PM,-19.51,CONSECTETUR
15,4/07/2016 3:23:15 AM,-11.43,ARCU RUTRUM
25,13/05/2016 4:49:13 PM,-13.55,AMET NUNC SODALES DIGNISSIM
5,17/06/2016 11:39:29 PM,-18.19,CONSECTETUR MI
23,14/06/2016 8:58:32 AM,-6.74,SED DOLOR IPSUM NIBH
6,3/05/2016 10:48:10 PM,-1.32,FAUCIBUS NON SIT
13,21/05/2016 1:18:40 PM,-11.71,CONSECTETUR CONGUE PULVINAR NEQUE
16,8/08/2016 1:39:08 PM,-17.99,VEL SED
7,22/08/2016 4:32:06 PM,-12.35,A FAUCIBUS QUIS
21,3/06/2016 8:17:07 PM,-2.37,AT
24,21/05/2016 6:19:58 AM,-15.71,SIT
24,5/05/2016 11:14:02 PM,-10.17,CURSUS
24,18/05/2016 4:47:04 PM,-17.54,URNA CONSECTETUR SED
20,10/07/2016 11:34:14 AM,-8.82,NEC ORNARE NEC NON
22,2/06/2016 12:33:40 PM,-16.9,MAURIS CONGUE
13,23/05/2016 10:12:53 AM,-2.17,TORTOR ARCU SODALES
2,4/05/2016 1:22:47 AM,-7.08,CURSUS CURABITUR NUNC
16,8/07/2016 6:08:49 AM,-18.27,SIT IPSUM IMPERDIET CURABITUR
17,1/07/2016 7:24:29 AM,124.61,NEC
24,1/05/2016 4:50:28 AM,-9.26,CONGUE ULLAMCORPER MAURIS
5,7/05/2016 4:24:54 PM,-6.69,DOLOR
19,5/06/2016 6:23:11 PM,-18.62,NEC SEMPER
22,20/07/2016 8:09:03 AM,-11,AC IPSUM FAUCIBUS
1,6/06/2016 3:48:13 AM,-13.52,SEMPER VITAE FAUCIBUS DIGNISSIM
6,4/07/2016 7:54:55 PM,-2.89,CONGUE VELIT NULLA
4,7/07/2016 11:59:55 PM,-6.36,BLANDIT
12,17/08/2016 8:18:51 PM,-15.54,NISL AT
14,4/06/2016 7:47:56 AM,-17.23,URNA QUISQUE
4,7/08/2016 4:18:54 PM,-4.41,CONGUE
7,30/06/2016 2:44:58 AM,-7.7,IN ORCI
18,14/08/2016 12:18:17 PM,-15.43,EGET
5,15/06/2016 11:25:13 AM,-7.83,IACULIS NEQUE VITAE
17,23/06/2016 5:19:51 PM,-6.47,METUS IMPERDIET LOREM
10,23/05/2016 5:50:01 PM,-5.13,ADIPISCING EGET
18,4/07/2016 4:36:59 PM,-16.3,SAPIEN IPSUM AMET
13,30/05/2016 2:53:44 AM,-9.67,CONSECTETUR TINCIDUNT
7,22/07/2016 12:33:21 AM,-16.94,AMET
8,22/07/2016 1:49:36 PM,-15.28,FAUCIBUS URNA LOREM LOREM
15,17/08/2016 6:04:19 AM,-14.04,CURSUS NISL
1,9/07/2016 6:09:34 AM,-5.96,ULLAMCORPER MAGNA TEMPUS
14,15/08/2016 1:22:28 PM,-13.51,AMET DOLOR CURSUS
2,21/08/2016 12:17:06 PM,-10.89,NUNC SED SIT
17,1/05/2016 9:16:17 PM,-11.82,INTERDUM
5,24/08/2016 12:46:04 PM,-3.08,QUIS
9,5/07/2016 10:37:29 AM,-12.9,AC
9,24/06/2016 10:52:13 AM,-13.24,CONGUE ULTRICES ORCI
21,7/05/2016 9:54:02 PM,-14.15,URNA
10,26/06/2016 1:56:31 PM,-14.01,PHASELLUS
21,5/06/2016 3:04:45 AM,-8.2,MAGNA CURSUS A
10,4/05/2016 7:06:17 PM,-2.1,LEO EFFICITUR
13,6/06/2016 6:00:41 PM,-4.07,ULTRICES
18,2/06/2016 7:30:06 PM,-18.37,PRAESENT MAGNA
10,2/05/2016 7:39:09 AM,-17.68,CONSECTETUR JUSTO
24,23/06/2016 2:40:34 PM,-15.15,MAURIS
24,5/05/2016 4:27:18 PM,-3.24,DIAM
22,6/08/2016 7:05:33 AM,-8.14,CURSUS NUNC FAUCIBUS
21,18/05/2016 6:38:14 PM,-1021.9,PRAESENT MORBI
12,1/05/2016 9:56:21 PM,-15.88,IPSUM NEQUE QUAM
20,26/05/2016 1:38:07 AM,-6.35,VEL IPSUM LACINIA PULVINAR
5,4/06/2016 8:11:50 AM,-8.58,DOLOR
17,30/08/2016 2:22:22 PM,-1.41,AMET FAUCIBUS LEO
4,4/07/2016 9:02:36 AM,-2.85,ID ODIO DOLOR
19,30/07/2016 4:23:16 PM,-18.34,NUNC
2,25/06/2016 10:36:24 PM,-9.29,ULLAMCORPER MASSA
2,9/08/2016 12:11:54 AM,-6.2,JUSTO ULTRICES SED
25,9/07/2016 6:34:11 AM,-17.22,SED ELIT
23,12/07/2016 12:12:54 AM,-10.09,SED
9,3/07/2016 12:52:50 PM,-9.22,VELIT SEMPER CURSUS DIAM
9,31/08/2016 9:36:16 PM,-226.37,METUS
15,18/08/2016 3:48:56 PM,-13.93,NISL
7,1/07/2016 7:11:33 AM,-6.5,EFFICITUR
14,11/08/2016 11:59:04 AM,-3.33,ODIO CONDIMENTUM MAGNA DOLOR
